"Einheit";"Haus";"Wohnung";"Wohngebiet";"Geschoss";"Wohnfläche";"Raumanzahl";"Dusche";"Wanne";"Aufzug";"Balkon/Terasse";"Einstufung Mietkosten";"Geschlecht";"Einzug";"Wohndauer in Monaten";"Altereinstufung";"Personenanzahl";"Haustier";"Mahnverfahren"
121;5;47;"Nord ";"Erdgeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";12/01/14;108;5;1;"nein";"nein"
133;1;2;"Nord ";"1. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";07/01/01;261;5;1;"nein";"nein"
121;4;38;"Nord ";"1. Obergeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";11/01/07;193;5;1;"nein";"nein"
126;2;18;"Nord ";"2. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";07/01/14;100;4;1;"nein";"nein"
126;2;18;"Nord ";"2. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";3;"M";06/01/23;6;1;1;"nein";"nein"
125;10;99;"Nord ";"2. Obergeschoss";58.77;3;"ja";"nein";"nein";"ja";2;"M";12/01/19;48;2;2;"nein";"ja"
122;4;35;"Nord ";"3. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";05/01/12;96;3;1;"nein";"nein"
122;4;35;"Nord ";"3. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";07/01/20;41;2;2;"nein";"nein"
148;4;31;"Nord ";"3. Obergeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";02/01/20;46;3;2;"nein";"nein"
77;3;18;"Nord ";"Erdgeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";07/01/84;465;5;1;"nein";"nein"
77;3;18;"Nord ";"Erdgeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"M";05/01/23;7;4;1;"nein";"nein"
111;4;41;"Nord ";"Erdgeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"M";02/01/19;58;4;3;"nein";"nein"
153;3;38;"Nord ";"1. Obergeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"W";08/01/62;694;5;2;"nein";"nein"
153;3;38;"Nord ";"1. Obergeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"M";07/01/20;41;4;1;"nein";"nein"
149;3;25;"Nord ";"1. Obergeschoss";58.77;3;"ja";"nein";"nein";"ja";2;"W";08/01/62;736;5;2;"nein";"nein"
55;2;12;"Nord ";"2. Obergeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"W";07/01/10;161;5;2;"nein";"nein"
104;2;124;"Nord ";"2. Obergeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";08/01/99;292;4;2;"nein";"nein"
108;2;13;"Nord ";"3. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";07/01/09;127;3;2;"nein";"ja"
108;2;13;"Nord ";"3. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"M";08/01/20;4;3;2;"nein";"nein"
108;2;13;"Nord ";"3. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";01/01/21;35;3;1;"nein";"nein"
128;3;24;"Nord ";"3. Obergeschoss";58.77;3;"ja";"nein";"nein";"ja";2;"W";08/01/14;92;4;1;"nein";"nein"
128;3;24;"Nord ";"3. Obergeschoss";58.77;3;"ja";"nein";"nein";"ja";3;"W";02/01/23;10;2;1;"nein";"nein"
86;4;32;"Nord ";"Erdgeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"M";05/01/02;253;5;2;"nein";"nein"
142;2;13;"Nord ";"Erdgeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";11/01/97;313;4;3;"nein";"nein"
129;5;45;"Nord ";"1. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"M";07/01/62;737;5;2;"nein";"nein"
62;4;28;"Nord ";"1. Obergeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";10/01/19;50;3;2;"nein";"ja"
82;1;8;"Nord ";"2. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"M";11/01/95;337;4;1;"nein";"nein"
119;4;28;"Nord ";"2. Obergeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";09/01/13;123;5;1;"nein";"nein"
67;4;29;"Nord ";"3. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";05/01/12;139;2;1;"nein";"nein"
83;2;12;"Nord ";"3. Obergeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";04/01/08;188;3;2;"nein";"nein"
119;3;17;"Nord ";"Erdgeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";03/01/04;237;5;2;"ja";"nein"
6;2;10;"Nord ";"Erdgeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"M";06/01/04;234;4;2;"nein";"nein"
14;1;2;"Nord ";"1. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"M";06/01/16;90;4;2;"nein";"nein"
113;3;21;"Nord ";"1. Obergeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"M";10/01/96;326;3;1;"nein";"nein"
113;5;35;"Nord ";"2. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"M";12/01/03;240;4;2;"nein";"nein"
12;2;15;"Nord ";"2. Obergeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"M";10/01/04;230;3;1;"nein";"nein"
129;3;27;"Nord ";"3. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";08/01/07;196;5;1;"nein";"nein"
42;2;10;"Nord ";"3. Obergeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";04/01/08;188;2;1;"nein";"nein"
167;2;111;"Nord ";"Erdgeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"M";07/01/62;737;5;1;"nein";"nein"
53;1;4;"Nord ";"Erdgeschoss";58.77;3;"ja";"nein";"nein";"ja";2;"W";11/01/69;649;5;1;"nein";"nein"
55;4;25;"Nord ";"1. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";07/01/62;737;5;1;"nein";"nein"
246;1;14;"Nord ";"1. Obergeschoss";58.77;3;"ja";"nein";"nein";"ja";2;"M";03/01/74;597;5;1;"nein";"nein"
132;5;59;"Nord ";"2. Obergeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"M";12/01/77;552;4;1;"nein";"nein"
86;3;33;"Nord ";"2. Obergeschoss";58.77;3;"ja";"nein";"nein";"ja";2;"W";06/01/16;57;5;1;"nein";"nein"
86;3;33;"Nord ";"2. Obergeschoss";58.77;3;"ja";"nein";"nein";"ja";2;"M";09/01/21;27;2;2;"nein";"nein"
115;2;13;"Nord ";"3. Obergeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"M";01/01/07;203;4;2;"nein";"nein"
111;4;39;"Nord ";"3. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"M";07/01/62;737;5;1;"nein";"nein"
104;1;23;"Nord ";"Erdgeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"M";05/01/18;43;5;1;"nein";"nein"
104;1;23;"Nord ";"Erdgeschoss";58.58;3;"ja";"nein";"nein";"ja";3;"W";07/01/22;17;4;1;"nein";"nein"
211;3;29;"Nord ";"Erdgeschoss";58.77;2;"ja";"nein";"nein";"ja";2;"M";03/01/17;81;3;2;"ja";"nein"
130;4;38;"Nord ";"1. Obergeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"W";09/01/99;291;4;1;"nein";"ja"
146;3;22;"Nord ";"1. Obergeschoss";58.77;3;"ja";"nein";"nein";"ja";2;"M";10/01/62;734;5;1;"nein";"nein"
65;5;37;"Nord ";"2. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";10/01/62;;5;1;"nein";"nein"
65;5;37;"Nord ";"2. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"M";07/01/21;29;2;1;"nein";"ja"
236;2;14;"Nord ";"2. Obergeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";05/01/20;43;2;2;"nein";"nein"
122;4;40;"Nord ";"3. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"M";03/01/65;694;5;1;"nein";"nein"
122;4;40;"Nord ";"3. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";02/01/23;10;5;1;"nein";"nein"
101;2;11;"Nord ";"3. Obergeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";06/01/13;126;3;1;"nein";"nein"
65;3;21;"Nord ";"Erdgeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"M";11/01/18;61;3;3;"nein";"nein"
116;2;13;"Nord ";"Erdgeschoss";58.77;3;"ja";"nein";"nein";"ja";3;"W";09/01/78;543;5;1;"nein";"nein"
103;1;69;"Nord ";"1. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";10/01/62;734;4;1;"nein";"nein"
209;3;33;"Nord ";"1. Obergeschoss";58.77;2;"nein";"ja";"nein";"ja";2;"M";02/01/04;238;4;2;"nein";"nein"
140;4;31;"Nord ";"2. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"M";10/01/62;734;5;1;"nein";"nein"
210;3;39;"Nord ";"2. Obergeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";08/01/10;160;5;1;"nein";"nein"
126;3;21;"Nord ";"3. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"M";08/01/17;76;2;1;"nein";"ja"
139;2;14;"Nord ";"3. Obergeschoss";58.77;3;"ja";"nein";"nein";"ja";3;"M";10/01/62;734;5;1;"nein";"nein"
186;2;13;"Nord ";"Erdgeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"W";08/01/04;210;5;1;"nein";"nein"
186;2;13;"Nord ";"Erdgeschoss";58.58;3;"ja";"nein";"nein";"ja";3;"M";10/01/22;9;5;2;"nein";"nein"
186;2;13;"Nord ";"Erdgeschoss";58.58;3;"ja";"nein";"nein";"ja";3;"W";08/01/23;4;5;1;"nein";"nein"
124;2;16;"Nord ";"Erdgeschoss";58.77;3;"ja";"nein";"nein";"ja";2;"W";10/01/78;542;4;1;"nein";"nein"
163;1;1;"Nord ";"1. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"W";10/01/62;734;5;1;"nein";"nein"
46;3;14;"Nord ";"1. Obergeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";11/01/17;73;5;1;"nein";"nein"
80;5;39;"Nord ";"2. Obergeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"W";09/01/98;303;4;1;"nein";"nein"
89;3;28;"Nord ";"2. Obergeschoss";58.77;2;"nein";"ja";"nein";"ja";2;"W";10/01/14;67;5;1;"nein";"nein"
89;3;28;"Nord ";"2. Obergeschoss";58.77;2;"nein";"ja";"nein";"ja";2;"W";02/01/21;34;3;1;"nein";"nein"
126;5;44;"Nord ";"3. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"M";10/01/62;719;5;2;"nein";"nein"
126;5;44;"Nord ";"3. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";3;"W";08/01/23;4;2;3;"nein";"nein"
78;2;12;"Nord ";"3. Obergeschoss";58.77;2;"nein";"ja";"nein";"ja";2;"W";02/01/20;46;2;2;"nein";"nein"
20;1;4;"Nord ";"Erdgeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"M";07/01/97;317;4;1;"nein";"nein"
107;3;17;"Nord ";"Erdgeschoss";68.42;4;"nein";"ja";"nein";"ja";3;"M";12/01/69;648;5;1;"nein";"nein"
145;2;53;"Nord ";"1. Obergeschoss";68.48;3;"ja";"nein";"nein";"ja";3;"M";05/01/11;126;3;3;"nein";"nein"
145;2;53;"Nord ";"1. Obergeschoss";68.48;3;"ja";"nein";"nein";"ja";3;"W";08/01/22;16;4;1;"nein";"nein"
139;2;18;"Nord ";"1. Obergeschoss";68.42;3;"ja";"nein";"nein";"ja";3;"W";05/01/19;55;4;1;"nein";"nein"
121;1;2;"Nord ";"2. Obergeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"W";02/01/19;58;2;2;"ja";"nein"
95;4;28;"Nord ";"2. Obergeschoss";68.42;3;"nein";"ja";"nein";"ja";3;"W";10/01/15;98;3;2;"nein";"nein"
100;2;14;"Nord ";"3. Obergeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"M";09/01/01;267;3;1;"nein";"nein"
174;1;1;"Nord ";"3. Obergeschoss";68.42;4;"nein";"ja";"nein";"ja";3;"M";01/01/70;647;5;1;"nein";"nein"
52;3;24;"Nord ";"Erdgeschoss";68.48;4;"ja";"nein";"nein";"ja";3;"W";09/01/19;51;4;2;"nein";"nein"
154;1;3;"Nord ";"Erdgeschoss";68.42;3;"ja";"nein";"nein";"ja";3;"W";05/01/06;211;5;2;"nein";"nein"
213;2;12;"Nord ";"1. Obergeschoss";68.48;3;"nein";"ja";"nein";"ja";3;"M";10/01/13;113;4;2;"nein";"nein"
213;2;12;"Nord ";"1. Obergeschoss";68.48;3;"nein";"ja";"nein";"ja";3;"W";04/01/23;8;4;1;"nein";"nein"
135;4;34;"Nord ";"1. Obergeschoss";68.42;4;"nein";"ja";"nein";"ja";3;"W";05/01/09;175;5;1;"nein";"nein"
140;1;8;"Nord ";"2. Obergeschoss";68.48;3;"nein";"ja";"nein";"ja";3;"W";12/01/15;96;3;1;"nein";"nein"
119;1;4;"Nord ";"2. Obergeschoss";68.42;3;"nein";"ja";"nein";"ja";3;"W";04/01/13;128;5;1;"ja";"nein"
120;7;70;"Nord ";"3. Obergeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"M";08/01/16;88;3;4;"nein";"nein"
135;2;14;"Nord ";"3. Obergeschoss";68.42;3;"nein";"ja";"nein";"ja";3;"W";08/01/17;76;3;2;"nein";"nein"
1;1;3;"Nord ";"Erdgeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"W";04/01/92;380;4;1;"nein";"nein"
111;3;25;"Nord ";"Erdgeschoss";68.42;4;"nein";"ja";"nein";"ja";3;"M";04/01/20;44;3;4;"nein";"nein"
143;3;26;"Nord ";"1. Obergeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"M";08/01/14;112;4;2;"nein";"nein"
236;4;33;"Nord ";"1. Obergeschoss";68.42;4;"nein";"ja";"nein";"ja";3;"M";06/01/77;558;5;1;"nein";"nein"
144;3;32;"Nord ";"2. Obergeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"M";12/01/03;240;4;4;"ja";"nein"
90;1;11;"Nord ";"2. Obergeschoss";68.42;3;"nein";"ja";"nein";"ja";3;"W";12/01/03;240;3;1;"nein";"nein"
14;1;4;"Nord ";"3. Obergeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"M";05/01/17;79;2;4;"nein";"nein"
167;1;102;"Nord ";"3. Obergeschoss";68.42;4;"ja";"nein";"nein";"ja";3;"W";06/01/96;310;3;1;"nein";"nein"
167;1;102;"Nord ";"3. Obergeschoss";68.42;4;"ja";"nein";"nein";"ja";3;"M";01/01/23;11;3;3;"nein";"nein"
75;3;29;"Nord ";"Erdgeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"W";12/01/10;156;5;1;"nein";"nein"
113;3;19;"Nord ";"Erdgeschoss";68.42;3;"ja";"nein";"nein";"ja";3;"W";04/01/14;116;4;1;"nein";"nein"
159;2;20;"Nord ";"1. Obergeschoss";68.48;3;"nein";"ja";"nein";"ja";3;"W";06/01/16;84;5;1;"nein";"nein"
101;4;25;"Nord ";"1. Obergeschoss";68.42;3;"ja";"nein";"nein";"ja";3;"M";01/01/03;251;4;1;"nein";"nein"
203;3;31;"Nord ";"2. Obergeschoss";68.48;3;"nein";"ja";"nein";"ja";3;"W";04/01/19;11;3;1;"nein";"nein"
203;3;31;"Nord ";"2. Obergeschoss";68.48;3;"nein";"ja";"nein";"ja";3;"W";04/01/20;44;4;1;"nein";"nein"
149;6;53;"Nord ";"2. Obergeschoss";68.42;4;"ja";"nein";"nein";"ja";3;"W";09/01/13;93;4;1;"nein";"nein"
149;6;53;"Nord ";"2. Obergeschoss";68.42;4;"ja";"nein";"nein";"ja";3;"W";03/01/22;21;3;4;"nein";"ja"
99;1;5;"Nord ";"3. Obergeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"M";11/01/61;745;5;1;"nein";"nein"
103;2;92;"Nord ";"3. Obergeschoss";68.42;4;"nein";"ja";"nein";"ja";3;"M";12/01/14;108;2;3;"nein";"nein"
62;5;35;"Nord ";"Erdgeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"W";12/01/04;228;"\N";2;"nein";"nein"
12;1;3;"Nord ";"1. Obergeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"W";11/01/15;66;3;3;"nein";"nein"
12;1;3;"Nord ";"1. Obergeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"W";10/01/21;26;2;4;"nein";"nein"
186;1;4;"Nord ";"1. Obergeschoss";68.42;4;"ja";"nein";"nein";"ja";3;"W";04/01/14;93;5;1;"nein";"nein"
186;1;4;"Nord ";"1. Obergeschoss";68.42;4;"ja";"nein";"nein";"ja";3;"W";09/01/22;15;3;3;"nein";"nein"
74;3;27;"Nord ";"2. Obergeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"W";05/01/18;67;2;4;"nein";"ja"
105;1;70;"Nord ";"2. Obergeschoss";68.42;4;"nein";"ja";"nein";"ja";3;"W";07/01/98;305;4;1;"nein";"nein"
109;4;32;"Nord ";"3. Obergeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"W";03/01/96;333;3;1;"nein";"nein"
113;2;13;"Nord ";"3. Obergeschoss";68.42;3;"nein";"ja";"nein";"ja";3;"W";03/01/19;57;3;2;"nein";"nein"
149;6;60;"Nord ";"Erdgeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"M";12/01/15;96;3;2;"nein";"nein"
134;1;6;"Nord ";"Erdgeschoss";68.42;3;"nein";"ja";"nein";"ja";3;"M";09/01/92;375;5;1;"nein";"ja"
97;6;47;"Nord ";"1. Obergeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"W";08/01/19;52;5;1;"nein";"nein"
207;1;3;"Nord ";"1. Obergeschoss";68.42;3;"nein";"ja";"nein";"ja";3;"W";08/01/14;112;4;1;"nein";"nein"
124;1;8;"Nord ";"2. Obergeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"M";04/01/16;92;3;3;"ja";"nein"
8;1;2;"Nord ";"2. Obergeschoss";68.42;4;"nein";"ja";"nein";"ja";3;"W";03/01/13;129;2;3;"nein";"nein"
133;1;1;"Nord ";"3. Obergeschoss";68.48;4;"nein";"ja";"nein";"ja";3;"W";09/01/06;207;3;3;"nein";"nein"
166;2;18;"Nord ";"3. Obergeschoss";68.42;4;"nein";"ja";"nein";"ja";3;"W";10/01/13;122;3;3;"ja";"nein"
121;6;60;"Nord ";"Erdgeschoss";50.38;2;"ja";"nein";"nein";"ja";2;"W";03/01/10;165;4;2;"nein";"nein"
213;3;22;"Nord ";"Erdgeschoss";48.87;2;"ja";"nein";"nein";"ja";2;"M";03/01/17;81;5;1;"nein";"nein"
6;2;15;"Nord ";"Erdgeschoss";50.14;2;"ja";"nein";"nein";"ja";2;"M";05/01/17;79;4;1;"nein";"nein"
112;1;8;"Nord ";"1. Obergeschoss";50.38;2;"nein";"ja";"nein";"ja";2;"M";01/01/61;727;5;1;"nein";"nein"
112;1;8;"Nord ";"1. Obergeschoss";50.38;2;"nein";"ja";"nein";"ja";2;"W";09/01/21;27;5;1;"nein";"nein"
91;2;21;"Nord ";"1. Obergeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"W";05/01/06;211;4;1;"ja";"nein"
85;2;11;"Nord ";"1. Obergeschoss";50.14;2;"ja";"nein";"nein";"ja";2;"M";06/01/05;205;4;2;"nein";"nein"
85;2;11;"Nord ";"1. Obergeschoss";50.14;2;"ja";"nein";"nein";"ja";2;"M";05/01/23;7;3;1;"nein";"nein"
103;1;24;"Nord ";"2. Obergeschoss";50.38;2;"nein";"ja";"nein";"ja";2;"M";06/01/04;234;4;1;"nein";"ja"
157;3;23;"Nord ";"2. Obergeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"M";10/01/19;34;2;2;"nein";"nein"
157;3;23;"Nord ";"2. Obergeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"M";09/01/22;15;3;1;"nein";"ja"
106;5;127;"Nord ";"2. Obergeschoss";50.14;2;"nein";"ja";"nein";"ja";2;"W";07/01/08;185;4;1;"nein";"nein"
48;4;29;"Nord ";"3. Obergeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"M";01/01/02;263;3;1;"nein";"nein"
43;3;16;"Nord ";"3. Obergeschoss";50.14;2;"nein";"ja";"nein";"ja";2;"W";01/01/80;527;4;2;"nein";"nein"
87;1;12;"Nord ";"Erdgeschoss";50.38;2;"ja";"nein";"nein";"ja";2;"M";07/01/90;365;5;1;"nein";"nein"
87;1;12;"Nord ";"Erdgeschoss";50.38;2;"ja";"nein";"nein";"ja";2;"W";05/01/21;31;3;1;"ja";"nein"
111;4;45;"Nord ";"Erdgeschoss";48.87;2;"ja";"nein";"nein";"ja";2;"M";09/01/17;50;4;1;"nein";"nein"
111;4;45;"Nord ";"Erdgeschoss";48.87;2;"ja";"nein";"nein";"ja";2;"M";10/01/22;14;1;1;"nein";"nein"
137;1;10;"Nord ";"Erdgeschoss";50.14;2;"nein";"nein";"nein";"ja";2;"W";11/01/03;241;5;1;"nein";"nein"
146;5;41;"Nord ";"1. Obergeschoss";50.38;2;"ja";"nein";"nein";"ja";2;"W";12/01/15;96;4;1;"nein";"nein"
98;1;8;"Nord ";"1. Obergeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"M";07/01/17;77;2;1;"nein";"nein"
212;4;32;"Nord ";"1. Obergeschoss";50.14;2;"ja";"nein";"nein";"ja";2;"M";01/01/91;395;"\N";1;"nein";"nein"
57;3;24;"Nord ";"2. Obergeschoss";50.38;2;"nein";"ja";"nein";"ja";2;"W";02/01/17;50;3;1;"ja";"nein"
57;3;24;"Nord ";"2. Obergeschoss";50.38;2;"nein";"ja";"nein";"ja";2;"W";12/01/21;24;4;1;"nein";"nein"
125;11;103;"Nord ";"2. Obergeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"M";03/01/20;45;2;1;"nein";"nein"
92;3;35;"Nord ";"2. Obergeschoss";50.14;2;"nein";"ja";"nein";"ja";2;"M";01/01/61;750;5;1;"nein";"nein"
246;1;22;"Nord ";"3. Obergeschoss";50.38;2;"nein";"ja";"nein";"ja";2;"W";01/01/76;575;4;1;"nein";"nein"
138;4;35;"Nord ";"3. Obergeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"W";11/01/17;60;3;2;"nein";"nein"
138;4;35;"Nord ";"3. Obergeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"M";12/01/22;12;2;1;"nein";"nein"
353;1;1;"Nord ";"3. Obergeschoss";50.14;2;"ja";"nein";"nein";"ja";2;"M";10/01/14;102;2;1;"nein";"ja"
353;1;1;"Nord ";"3. Obergeschoss";50.14;2;"ja";"nein";"nein";"ja";2;"M";02/01/24;-1;2;1;"nein";"nein"
127;4;35;"Nord ";"Erdgeschoss";50.38;2;"nein";"ja";"nein";"ja";2;"M";05/01/85;463;4;1;"nein";"nein"
111;2;19;"Nord ";"Erdgeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"W";07/01/09;173;4;1;"nein";"nein"
66;3;20;"Nord ";"Erdgeschoss";50.14;2;"ja";"nein";"nein";"ja";2;"W";03/01/20;45;4;2;"nein";"nein"
86;4;26;"Nord ";"1. Obergeschoss";50.38;2;"nein";"ja";"nein";"ja";2;"W";03/01/00;285;5;1;"nein";"nein"
79;5;41;"Nord ";"1. Obergeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"W";07/01/20;41;4;1;"nein";"nein"
91;1;9;"Nord ";"1. Obergeschoss";50.14;2;"ja";"nein";"nein";"ja";2;"W";07/01/12;109;5;1;"nein";"nein"
91;1;9;"Nord ";"1. Obergeschoss";50.14;2;"ja";"nein";"nein";"ja";2;"M";09/01/21;27;4;1;"nein";"nein"
16;1;5;"Nord ";"2. Obergeschoss";50.38;2;"nein";"ja";"nein";"ja";2;"W";08/01/05;220;3;1;"nein";"nein"
96;4;26;"Nord ";"2. Obergeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"M";12/01/07;192;3;1;"nein";"nein"
144;1;15;"Nord ";"2. Obergeschoss";50.14;2;"nein";"ja";"nein";"ja";2;"W";02/01/61;754;5;1;"nein";"nein"
133;1;8;"Nord ";"3. Obergeschoss";50.37;2;"nein";"ja";"nein";"ja";2;"M";02/01/99;298;3;1;"nein";"nein"
123;6;143;"Nord ";"3. Obergeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"M";11/01/76;531;5;1;"nein";"nein"
123;6;143;"Nord ";"3. Obergeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"M";09/01/21;27;2;1;"nein";"nein"
112;6;44;"Nord ";"3. Obergeschoss";50.14;2;"nein";"ja";"nein";"ja";2;"W";08/01/20;40;3;1;"nein";"nein"
159;1;9;"Nord ";"Erdgeschoss";50.38;2;"nein";"ja";"nein";"ja";2;"W";11/01/91;385;3;1;"nein";"nein"
129;4;38;"Nord ";"Erdgeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"W";03/01/05;215;5;1;"ja";"nein"
129;4;38;"Nord ";"Erdgeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"M";12/01/23;0;4;2;"nein";"nein"
69;2;16;"Nord ";"Erdgeschoss";50.14;2;"nein";"ja";"nein";"ja";2;"M";10/01/00;278;4;1;"nein";"nein"
63;1;2;"Nord ";"1. Obergeschoss";50.14;2;"ja";"nein";"nein";"ja";2;"M";07/01/15;101;3;1;"nein";"nein"
54;4;43;"Nord ";"2. Obergeschoss";50.38;2;"nein";"ja";"nein";"ja";2;"W";04/01/00;284;5;1;"nein";"nein"
137;4;35;"Nord ";"2. Obergeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"W";08/01/04;232;4;1;"nein";"nein"
63;2;9;"Nord ";"2. Obergeschoss";50.14;2;"nein";"ja";"nein";"ja";2;"M";02/01/82;502;5;2;"nein";"nein"
6;1;6;"Nord ";"3. Obergeschoss";50.38;2;"nein";"ja";"nein";"ja";2;"M";10/01/02;254;5;2;"ja";"nein"
125;9;84;"Nord ";"3. Obergeschoss";48.87;2;"nein";"ja";"nein";"ja";2;"M";03/01/24;-2;2;1;"nein";"nein"
9;3;20;"Nord ";"3. Obergeschoss";50.14;2;"nein";"ja";"nein";"ja";2;"W";09/01/16;76;2;1;"ja";"nein"
9;3;20;"Nord ";"3. Obergeschoss";50.14;2;"nein";"ja";"nein";"ja";2;"W";02/01/23;9;2;1;"nein";"nein"
50;3;19;"Nord ";"1. Obergeschoss";99.03;3;"ja";"ja";"nein";"ja";4;"W";01/01/21;35;2;1;"nein";"nein"
114;2;13;"Nord ";"Erdgeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"M";09/01/76;567;4;1;"nein";"nein"
105;1;1;"Nord ";"Erdgeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";10/01/99;290;5;1;"nein";"nein"
151;3;27;"Nord ";"1. Obergeschoss";58.58;3;"nein";"ja";"nein";"ja";2;"M";06/01/61;750;5;1;"nein";"nein"
61;3;27;"Nord ";"1. Obergeschoss";58.77;3;"nein";"ja";"nein";"ja";2;"W";06/01/18;66;5;1;"nein";"nein"
96;1;2;"Nord ";"2. Obergeschoss";58.58;3;"ja";"nein";"nein";"ja";2;"M";06/01/66;690;5;1;"nein";"nein"
